YEAR,MO,DY,temperature,humidity,precipitation
1987,1,20,29.45,15.08,0.0
1987,1,21,29.37,14.83,0.0
1987,1,22,29.14,14.65,0.0
1987,1,23,29.1,14.0,0.0
1987,1,24,28.33,12.85,0.0
1987,1,25,28.4,13.78,0.0
1987,1,26,28.9,14.1,0.0
1987,1,27,28.98,13.64,0.04
1987,1,28,29.3,14.3,0.04
1987,1,29,29.57,14.74,0.02
1987,1,30,29.74,13.48,0.03
1987,1,31,29.67,14.42,0.0
1987,2,1,30.25,14.2,0.0
1987,2,2,29.64,14.78,0.0
1987,2,3,29.82,14.17,0.0
1987,2,4,29.73,14.5,0.0
1987,2,5,29.7,14.6,0.14
1987,2,6,28.7,14.25,0.19
1987,2,7,29.66,14.52,0.12
1987,2,8,29.92,14.39,0.15
1987,2,9,29.6,14.47,0.19
1987,2,10,29.11,14.21,0.16
1987,2,11,29.19,13.84,0.19
1987,2,12,29.89,14.42,0.21
1987,2,13,29.36,15.4,0.31
1987,2,14,29.65,15.37,0.32
1987,2,15,28.8,16.26,4.27
1987,2,16,28.05,16.0,3.13
1987,2,17,28.36,15.98,6.93
1987,2,18,28.4,16.1,2.06
1987,2,19,28.06,16.14,5.48
1987,2,20,28.48,15.96,0.01
1987,2,21,29.05,15.76,0.01
1987,2,22,29.44,15.68,0.01
1987,2,23,29.57,15.52,0.01
1987,2,24,29.95,15.43,0.03
1987,2,25,29.48,15.97,1.42
1987,2,26,30.02,15.53,0.37
1987,2,27,30.24,15.27,0.41
1987,2,28,30.22,15.15,1.01
1987,3,1,30.08,14.96,2.32
1987,3,2,30.35,14.72,0.2
1987,3,3,29.27,15.47,0.25
1987,3,4,28.86,15.19,0.26
1987,3,5,29.65,14.26,0.22
1987,3,6,30.83,14.13,0.1
1987,3,7,29.04,16.29,12.11
1987,3,8,28.84,16.52,4.25
1987,3,9,28.17,17.13,7.38
1987,3,10,27.53,16.73,6.77
1987,3,11,27.43,15.81,5.11
1987,3,12,29.03,15.15,4.22
1987,3,13,28.64,16.71,6.32
1987,3,14,28.07,17.01,4.78
1987,3,15,26.98,17.27,7.03
1987,3,16,28.18,16.86,4.69
1987,3,17,27.58,17.0,0.14
1987,3,18,28.6,16.38,0.66
1987,3,19,29.08,16.9,1.76
1987,3,20,28.58,17.54,6.27
1987,3,21,27.74,18.2,4.86
1987,3,22,27.11,16.74,1.03
1987,3,23,28.51,15.38,0.74
1987,3,24,27.19,16.68,0.74
1987,3,25,27.98,16.64,1.35
1987,3,26,27.89,16.88,1.12
1987,3,27,28.79,16.39,2.19
1987,3,28,27.94,16.68,1.97
1987,3,29,26.84,16.42,3.93
1987,3,30,27.51,16.05,3.29
1987,3,31,27.8,16.05,2.73
1987,4,1,27.19,17.18,2.5
1987,4,2,28.18,17.22,2.75
1987,4,3,28.31,17.0,1.06
1987,4,4,27.17,17.02,2.53
1987,4,5,28.93,16.5,2.51
1987,4,6,29.25,17.1,2.69
1987,4,7,29.15,17.54,1.98
1987,4,8,29.13,17.0,1.56
1987,4,9,29.64,15.98,0.34
1987,4,10,29.74,15.64,1.07
1987,4,11,30.08,16.21,0.03
1987,4,12,29.95,16.4,0.05
1987,4,13,28.92,17.22,0.07
1987,4,14,28.28,16.91,0.04
1987,4,15,29.85,16.34,0.07
1987,4,16,29.92,16.79,0.62
1987,4,17,28.57,16.83,0.33
1987,4,18,29.22,16.26,0.75
1987,4,19,28.85,16.96,2.61
1987,4,20,30.16,16.2,1.55
1987,4,21,29.61,16.13,0.59
1987,4,22,29.14,16.09,0.51
1987,4,23,30.08,16.2,0.3
1987,4,24,30.37,16.14,0.41
1987,4,25,28.57,17.52,0.38
1987,4,26,29.49,17.21,3.81
1987,4,27,28.86,17.79,4.42
1987,4,28,27.81,17.52,4.2
1987,4,29,28.1,17.4,3.13
1987,4,30,28.26,17.7,4.99
1987,5,1,27.42,18.17,3.57
1987,5,2,27.29,18.46,9.91
1987,5,3,26.87,18.71,8.58
1987,5,4,27.36,18.43,7.36
1987,5,5,27.67,17.96,3.74
1987,5,6,26.91,17.06,0.53
1987,5,7,27.71,16.95,0.87
1987,5,8,28.55,16.62,0.73
1987,5,9,28.72,17.33,0.5
1987,5,10,28.72,17.41,0.89
1987,5,11,29.26,17.14,1.17
1987,5,12,28.13,17.89,2.64
1987,5,13,28.64,17.3,2.08
1987,5,14,28.47,15.98,1.48
1987,5,15,29.13,16.22,1.86
1987,5,16,29.38,17.25,1.4
1987,5,17,29.44,17.31,3.61
1987,5,18,29.0,17.41,1.88
1987,5,19,27.9,17.03,1.38
1987,5,20,27.6,16.45,1.92
1987,5,21,27.85,16.33,0.85
1987,5,22,28.06,17.54,2.61
1987,5,23,27.02,18.2,3.18
1987,5,24,27.53,18.06,5.59
1987,5,25,27.57,16.83,1.76
1987,5,26,28.44,15.52,4.43
1987,5,27,27.84,17.17,10.42
1987,5,28,27.2,16.61,2.65
1987,5,29,27.66,16.2,3.28
1987,5,30,27.1,15.91,1.81
1987,5,31,26.34,16.52,8.14
1987,6,1,25.42,16.5,6.67
1987,6,2,25.28,16.1,3.91
1987,6,3,26.38,15.76,0.93
1987,6,4,26.58,15.95,2.24
1987,6,5,24.57,16.38,13.77
1987,6,6,25.85,16.27,4.41
1987,6,7,26.77,16.5,0.77
1987,6,8,27.44,17.05,8.57
1987,6,9,26.47,17.59,6.81
1987,6,10,26.98,17.2,1.1
1987,6,11,27.38,16.92,1.17
1987,6,12,27.08,17.15,2.32
1987,6,13,27.51,16.94,1.62
1987,6,14,27.31,16.69,2.05
1987,6,15,26.49,16.69,11.47
1987,6,16,26.37,16.5,10.96
1987,6,17,26.47,17.31,19.46
1987,6,18,25.93,17.74,14.76
1987,6,19,25.77,18.08,16.47
1987,6,20,25.56,17.43,16.17
1987,6,21,24.93,17.48,13.61
1987,6,22,25.89,17.6,9.87
1987,6,23,25.69,17.71,7.18
1987,6,24,25.17,17.4,6.91
1987,6,25,25.36,17.39,6.0
1987,6,26,25.35,17.47,18.22
1987,6,27,24.69,16.44,6.84
1987,6,28,24.5,16.31,6.62
1987,6,29,25.01,16.55,2.33
1987,6,30,24.99,16.81,2.23
1987,7,1,25.19,16.47,3.09
1987,7,2,25.3,17.06,3.94
1987,7,3,25.3,17.14,2.26
1987,7,4,25.76,17.25,1.87
1987,7,5,25.85,17.31,3.36
1987,7,6,25.93,17.02,2.91
1987,7,7,26.05,17.29,3.43
1987,7,8,25.86,17.54,7.23
1987,7,9,25.91,17.57,6.11
1987,7,10,25.7,17.28,1.43
1987,7,11,25.27,16.82,1.86
1987,7,12,25.52,16.81,1.45
1987,7,13,25.46,16.84,1.16
1987,7,14,25.77,16.76,1.56
1987,7,15,26.14,17.36,3.26
1987,7,16,25.63,17.44,5.2
1987,7,17,25.16,16.62,1.96
1987,7,18,25.54,16.74,2.45
1987,7,19,25.34,16.63,2.24
1987,7,20,25.38,16.26,2.7
1987,7,21,25.78,16.16,2.48
1987,7,22,25.82,16.84,1.5
1987,7,23,26.02,16.77,2.46
1987,7,24,26.47,17.06,4.26
1987,7,25,25.53,16.82,5.49
1987,7,26,25.51,16.9,7.41
1987,7,27,25.55,16.92,5.05
1987,7,28,25.62,17.18,9.72
1987,7,29,25.5,17.25,6.02
1987,7,30,25.41,17.15,3.52
1987,7,31,24.53,16.97,3.89
1987,8,1,25.85,17.06,1.97
1987,8,2,26.15,17.46,2.04
1987,8,3,25.65,17.46,5.68
1987,8,4,25.64,17.17,3.43
1987,8,5,24.93,17.16,2.4
1987,8,6,25.87,17.02,1.46
1987,8,7,25.08,16.79,1.68
1987,8,8,24.55,16.83,3.96
1987,8,9,24.86,16.99,8.09
1987,8,10,24.36,16.92,8.06
1987,8,11,24.68,16.31,9.97
1987,8,12,24.42,16.77,12.32
1987,8,13,25.16,17.1,7.32
1987,8,14,24.62,17.32,11.49
1987,8,15,24.65,16.88,9.76
1987,8,16,25.31,17.06,9.44
1987,8,17,24.52,17.22,40.21
1987,8,18,24.82,17.19,16.47
1987,8,19,25.28,17.4,6.4
1987,8,20,24.91,17.76,6.9
1987,8,21,25.45,17.77,15.92
1987,8,22,24.76,17.08,6.49
1987,8,23,25.03,17.53,8.07
1987,8,24,24.83,17.51,17.0
1987,8,25,25.21,17.88,5.59
1987,8,26,24.88,17.32,14.17
1987,8,27,24.72,17.1,11.37
1987,8,28,24.76,17.44,13.82
1987,8,29,25.7,17.98,9.47
1987,8,30,23.83,16.79,11.18
1987,8,31,24.69,17.13,6.64
1987,9,1,25.32,17.41,9.85
1987,9,2,25.29,17.52,6.37
1987,9,3,24.98,17.36,7.83
1987,9,4,25.57,17.78,6.15
1987,9,5,24.43,17.45,38.25
1987,9,6,24.51,17.58,26.38
1987,9,7,25.22,17.58,13.51
1987,9,8,25.49,17.96,10.89
1987,9,9,24.13,17.31,11.27
1987,9,10,24.08,17.16,12.78
1987,9,11,25.26,17.93,20.71
1987,9,12,24.82,17.64,8.69
1987,9,13,25.48,17.48,2.5
1987,9,14,25.34,17.81,5.5
1987,9,15,25.04,17.81,12.42
1987,9,16,24.78,17.74,4.85
1987,9,17,25.08,17.65,3.28
1987,9,18,25.4,17.33,7.23
1987,9,19,24.6,16.86,7.37
1987,9,20,24.7,17.45,15.69
1987,9,21,24.83,17.38,13.15
1987,9,22,23.96,17.28,13.67
1987,9,23,25.81,17.57,8.24
1987,9,24,26.36,18.47,15.93
1987,9,25,25.78,18.45,3.76
1987,9,26,24.78,18.09,13.49
1987,9,27,24.68,17.61,12.25
1987,9,28,25.09,17.18,4.65
1987,9,29,25.31,17.61,17.4
1987,9,30,25.39,18.05,7.51
1987,10,1,25.37,18.05,19.23
1987,10,2,24.84,17.84,14.18
1987,10,3,25.07,17.67,2.51
1987,10,4,25.31,17.8,3.5
1987,10,5,25.25,17.79,6.02
1987,10,6,24.45,17.76,11.18
1987,10,7,24.79,17.54,19.84
1987,10,8,24.79,17.52,11.94
1987,10,9,25.37,17.9,6.9
1987,10,10,25.72,18.18,11.39
1987,10,11,25.19,18.04,9.6
1987,10,12,24.95,17.8,10.2
1987,10,13,25.37,18.01,7.94
1987,10,14,26.0,18.17,3.72
1987,10,15,25.95,18.24,3.83
1987,10,16,25.93,18.3,5.41
1987,10,17,25.34,18.23,8.42
1987,10,18,25.12,17.71,0.15
1987,10,19,25.53,17.9,0.16
1987,10,20,25.42,17.77,0.18
1987,10,21,25.55,17.85,0.29
1987,10,22,25.6,18.18,0.19
1987,10,23,26.05,18.54,0.16
1987,10,24,25.63,18.14,0.14
1987,10,25,25.68,17.92,0.06
1987,10,26,25.33,17.92,0.33
1987,10,27,25.72,17.83,0.13
1987,10,28,25.64,18.2,0.04
1987,10,29,25.4,18.1,0.02
1987,10,30,25.5,18.21,0.01
1987,10,31,26.15,18.45,0.02
1987,11,1,26.41,18.15,0.02
1987,11,2,26.64,17.72,0.0
1987,11,3,25.93,17.56,0.0
1987,11,4,26.1,17.56,0.0
1987,11,5,25.99,18.0,0.0
1987,11,6,26.03,17.9,0.0
1987,11,7,26.48,17.91,0.06
1987,11,8,25.55,18.18,0.09
1987,11,9,25.96,17.49,0.03
1987,11,10,26.09,17.75,0.14
1987,11,11,25.98,17.91,0.12
1987,11,12,26.11,17.84,0.04
1987,11,13,25.65,18.01,0.04
1987,11,14,25.78,17.3,0.04
1987,11,15,26.1,16.8,0.01
1987,11,16,26.19,17.25,0.03
1987,11,17,26.36,17.59,0.0
1987,11,18,26.0,17.8,0.0
1987,11,19,26.19,17.54,0.0
1987,11,20,26.23,16.81,0.0
1987,11,21,25.86,16.68,0.0
1987,11,22,26.13,17.44,0.0
1987,11,23,26.52,17.54,0.0
1987,11,24,26.81,17.91,0.0
1987,11,25,26.82,18.0,0.0
1987,11,26,26.86,17.82,0.0
1987,11,27,26.72,18.32,0.0
1987,11,28,26.77,17.98,0.0
1987,11,29,26.87,17.36,0.0
1987,11,30,26.96,17.62,0.0
1987,12,1,27.13,17.8,0.0
1987,12,2,26.59,17.67,0.69
1987,12,3,25.94,17.15,0.32
1987,12,4,25.7,17.09,1.5
1987,12,5,26.45,16.74,0.7
1987,12,6,25.39,17.51,1.02
1987,12,7,26.26,16.51,0.0
1987,12,8,26.14,16.07,0.0
1987,12,9,26.48,16.58,0.0
1987,12,10,26.19,15.29,0.0
1987,12,11,26.28,15.4,0.0
1987,12,12,26.52,16.59,0.0
1987,12,13,27.14,16.32,0.0
1987,12,14,27.01,16.12,0.0
1987,12,15,26.69,16.41,0.0
1987,12,16,26.24,16.46,0.0
1987,12,17,26.63,15.23,0.0
1987,12,18,26.07,14.54,0.0
1987,12,19,26.36,15.99,0.0
1987,12,20,26.31,16.12,0.0
1987,12,21,26.35,14.27,0.0
1987,12,22,26.23,13.19,0.0
1987,12,23,26.08,13.57,0.0
1987,12,24,26.39,15.1,0.0
1987,12,25,27.12,15.83,0.0
1987,12,26,27.38,16.22,0.0
1987,12,27,27.53,16.45,0.0
1987,12,28,27.44,16.03,0.0
1987,12,29,27.5,14.49,0.0
1987,12,30,26.39,12.85,0.0
1987,12,31,27.02,14.18,0.0
1988,1,1,27.28,15.44,0.0
1988,1,2,27.17,15.67,0.0
1988,1,3,27.93,14.84,0.0
1988,1,4,26.5,12.6,0.0
1988,1,5,26.51,12.82,0.0
1988,1,6,26.84,14.07,0.0
1988,1,7,28.0,15.63,0.01
1988,1,8,27.98,14.58,0.02
1988,1,9,27.47,15.1,0.02
1988,1,10,27.41,14.84,0.02
1988,1,11,26.89,14.86,0.0
1988,1,12,27.0,15.3,0.0
1988,1,13,27.82,15.5,0.0
1988,1,14,28.08,14.56,0.0
1988,1,15,27.29,15.33,0.0
1988,1,16,27.85,15.69,0.01
1988,1,17,28.01,15.58,0.04
1988,1,18,28.58,15.4,0.15
1988,1,19,28.49,15.94,0.19
1988,1,20,28.54,16.07,0.17
1988,1,21,28.92,15.95,0.0
1988,1,22,28.86,15.82,0.0
1988,1,23,28.72,15.89,0.0
1988,1,24,28.1,15.82,0.0
1988,1,25,27.9,15.17,0.0
1988,1,26,29.33,15.67,0.07
1988,1,27,29.04,16.29,0.05
1988,1,28,28.67,16.51,0.02
1988,1,29,28.78,16.5,0.03
1988,1,30,28.11,16.68,0.06
1988,1,31,28.35,16.78,0.49
1988,2,1,29.25,16.18,0.35
1988,2,2,29.61,16.0,0.26
1988,2,3,30.02,16.18,0.73
1988,2,4,29.35,17.56,1.3
1988,2,5,29.79,16.38,0.89
1988,2,6,29.39,16.32,1.81
1988,2,7,29.62,16.18,0.68
1988,2,8,28.45,16.62,0.98
1988,2,9,27.71,17.2,1.58
1988,2,10,25.94,13.2,1.77
1988,2,11,27.55,8.6,0.0
1988,2,12,27.34,8.25,0.0
1988,2,13,28.15,11.9,0.0
1988,2,14,29.04,14.34,0.54
1988,2,15,29.2,14.98,0.02
1988,2,16,28.74,15.29,0.03
1988,2,17,29.08,15.44,0.02
1988,2,18,29.68,15.76,0.03
1988,2,19,30.26,15.49,0.02
1988,2,20,30.58,14.74,0.0
1988,2,21,30.26,15.81,0.0
1988,2,22,30.85,15.65,0.0
1988,2,23,30.69,15.67,0.0
1988,2,24,30.56,15.52,0.0
1988,2,25,30.91,15.58,0.43
1988,2,26,30.81,16.02,1.08
1988,2,27,30.14,16.34,0.59
1988,2,28,31.06,16.49,1.1
1988,2,29,29.25,17.76,2.46
1988,3,1,28.49,17.99,1.52
1988,3,2,29.22,17.92,2.87
1988,3,3,28.04,18.32,4.77
1988,3,4,28.47,17.75,1.68
1988,3,5,29.25,18.05,2.09
1988,3,6,28.58,18.77,4.2
1988,3,7,27.45,18.51,5.55
1988,3,8,26.7,17.81,7.51
1988,3,9,26.68,17.19,9.74
1988,3,10,27.19,16.73,5.33
1988,3,11,26.81,17.83,17.55
1988,3,12,27.23,14.13,0.73
1988,3,13,26.81,16.66,2.11
1988,3,14,27.84,15.98,1.18
1988,3,15,27.93,16.62,0.65
1988,3,16,28.36,17.04,0.99
1988,3,17,27.37,18.0,3.16
1988,3,18,27.75,17.91,0.76
1988,3,19,28.23,17.36,1.02
1988,3,20,26.89,16.03,1.9
1988,3,21,27.14,13.99,1.11
1988,3,22,28.69,16.73,4.44
1988,3,23,28.89,16.83,0.78
1988,3,24,28.94,16.86,0.79
1988,3,25,28.73,17.88,1.96
1988,3,26,29.08,17.37,1.47
1988,3,27,28.93,17.19,6.68
1988,3,28,29.56,17.26,4.42
1988,3,29,28.89,18.21,7.64
1988,3,30,28.37,18.69,6.26
1988,3,31,29.18,17.94,3.35
1988,4,1,29.46,17.76,0.45
1988,4,2,28.77,18.1,0.29
1988,4,3,27.66,18.26,0.6
1988,4,4,27.57,18.26,0.65
1988,4,5,28.44,18.37,0.64
1988,4,6,28.12,18.34,8.33
1988,4,7,28.23,18.34,2.49
1988,4,8,27.87,18.15,3.39
1988,4,9,28.18,18.13,5.34
1988,4,10,28.13,18.75,4.83
1988,4,11,27.7,18.0,4.66
1988,4,12,27.79,17.22,1.35
1988,4,13,27.85,16.88,2.97
1988,4,14,28.04,16.95,4.57
1988,4,15,28.52,17.46,3.58
1988,4,16,28.38,18.02,5.65
1988,4,17,26.65,18.2,17.09
1988,4,18,27.54,17.47,3.02
1988,4,19,26.02,17.72,2.97
1988,4,20,26.19,17.52,2.65
1988,4,21,26.06,17.53,20.02
1988,4,22,26.47,17.8,4.7
1988,4,23,25.76,17.42,7.67
1988,4,24,25.18,17.06,4.17
1988,4,25,25.76,17.73,2.68
1988,4,26,26.07,17.53,2.66
1988,4,27,27.2,17.34,2.56
1988,4,28,27.44,18.4,6.46
1988,4,29,26.57,19.05,4.1
1988,4,30,26.73,18.48,2.84
1988,5,1,26.52,18.17,4.05
1988,5,2,27.09,18.47,3.06
1988,5,3,26.68,18.14,3.89
1988,5,4,27.07,18.02,0.8
1988,5,5,27.61,18.49,2.2
1988,5,6,26.76,18.57,2.2
1988,5,7,27.12,18.32,1.14
1988,5,8,26.72,17.48,0.39
1988,5,9,27.79,17.61,1.26
1988,5,10,27.39,18.14,1.89
1988,5,11,27.3,17.93,4.04
1988,5,12,27.43,18.08,2.26
1988,5,13,27.63,17.45,2.22
1988,5,14,27.12,18.08,4.28
1988,5,15,27.38,17.67,3.23
1988,5,16,27.15,18.41,5.06
1988,5,17,26.97,18.49,10.99
1988,5,18,26.54,18.59,6.44
1988,5,19,26.71,18.27,3.53
1988,5,20,26.86,18.25,8.69
1988,5,21,26.61,18.44,8.86
1988,5,22,26.63,18.03,5.6
1988,5,23,26.97,18.18,5.72
1988,5,24,26.67,18.51,10.01
1988,5,25,26.86,18.41,4.73
1988,5,26,27.29,18.46,4.33
1988,5,27,26.71,18.91,7.96
1988,5,28,25.53,17.59,2.26
1988,5,29,26.65,17.44,2.63
1988,5,30,26.57,18.61,11.7
1988,5,31,25.69,18.09,2.06
1988,6,1,25.62,17.74,2.73
1988,6,2,25.57,17.64,1.68
1988,6,3,26.68,17.14,0.74
1988,6,4,26.04,17.66,2.61
1988,6,5,26.22,17.71,10.51
1988,6,6,26.1,17.93,5.87
1988,6,7,25.14,17.66,8.18
1988,6,8,25.16,17.27,9.98
1988,6,9,25.04,17.23,3.22
1988,6,10,25.28,17.46,1.25
1988,6,11,25.58,17.44,2.27
1988,6,12,25.2,17.0,1.17
1988,6,13,25.41,16.86,1.44
1988,6,14,26.14,17.71,2.02
1988,6,15,26.31,17.65,3.85
1988,6,16,25.57,17.35,4.56
1988,6,17,24.81,17.55,10.31
1988,6,18,24.81,17.36,17.02
1988,6,19,24.84,16.28,3.68
1988,6,20,24.76,16.87,2.81
1988,6,21,24.1,16.89,1.8
1988,6,22,25.7,16.75,1.99
1988,6,23,25.04,17.46,5.14
1988,6,24,25.65,17.12,4.81
1988,6,25,25.54,17.52,7.07
1988,6,26,25.12,16.76,0.27
1988,6,27,25.15,16.95,0.9
1988,6,28,24.87,17.26,4.23
1988,6,29,24.45,17.26,11.26
1988,6,30,24.67,17.05,16.85
1988,7,1,24.9,16.79,7.03
1988,7,2,24.52,16.63,20.49
1988,7,3,24.36,16.88,12.6
1988,7,4,24.34,16.92,2.87
1988,7,5,24.96,16.57,1.25
1988,7,6,24.85,16.71,1.52
1988,7,7,25.09,16.71,1.02
1988,7,8,25.06,16.77,5.22
1988,7,9,24.58,16.92,13.53
1988,7,10,24.57,16.9,26.37
1988,7,11,23.71,16.38,18.08
1988,7,12,24.38,17.2,45.88
1988,7,13,23.95,16.98,16.08
1988,7,14,24.8,17.19,13.88
1988,7,15,24.3,17.11,8.07
1988,7,16,23.72,16.58,3.02
1988,7,17,23.82,16.2,4.72
1988,7,18,23.55,16.1,9.44
1988,7,19,23.76,16.33,8.15
1988,7,20,23.99,16.14,2.62
1988,7,21,23.38,16.07,3.25
1988,7,22,23.89,16.02,1.26
1988,7,23,24.22,16.38,2.31
1988,7,24,24.43,16.55,3.55
1988,7,25,24.07,16.19,7.2
1988,7,26,23.91,16.13,5.75
1988,7,27,24.31,16.49,6.81
1988,7,28,23.47,16.05,6.71
1988,7,29,23.64,16.18,7.93
1988,7,30,23.55,16.09,3.97
1988,7,31,23.64,15.87,4.01
1988,8,1,22.69,15.27,1.28
1988,8,2,23.55,15.65,1.54
1988,8,3,23.85,15.65,0.16
1988,8,4,23.62,16.12,2.53
1988,8,5,24.27,16.67,7.9
1988,8,6,24.53,16.51,3.15
1988,8,7,24.43,16.37,4.12
1988,8,8,23.71,16.35,7.76
1988,8,9,23.53,16.03,3.5
1988,8,10,23.91,16.19,2.52
1988,8,11,23.98,16.03,3.38
1988,8,12,23.57,15.74,1.66
1988,8,13,24.0,16.08,3.03
1988,8,14,23.77,16.74,22.66
1988,8,15,24.07,16.5,13.6
1988,8,16,24.29,16.42,8.96
1988,8,17,24.3,16.42,5.25
1988,8,18,24.3,16.52,13.25
1988,8,19,23.56,15.71,1.7
1988,8,20,23.92,15.69,0.54
1988,8,21,24.47,16.39,5.12
1988,8,22,24.18,16.75,7.75
1988,8,23,24.39,16.3,2.01
1988,8,24,24.34,16.43,5.3
1988,8,25,23.28,16.38,17.8
1988,8,26,22.58,15.94,20.94
1988,8,27,24.06,16.06,3.21
1988,8,28,23.54,15.72,8.33
1988,8,29,22.95,15.59,10.71
1988,8,30,23.73,15.89,12.57
1988,8,31,23.45,16.21,26.67
1988,9,1,23.96,16.37,12.42
1988,9,2,23.84,16.35,24.75
1988,9,3,24.19,16.66,8.71
1988,9,4,24.27,16.72,16.42
1988,9,5,24.28,16.6,25.75
1988,9,6,25.16,17.43,17.83
1988,9,7,24.62,17.31,12.8
1988,9,8,23.88,16.87,2.29
1988,9,9,24.27,16.82,2.7
1988,9,10,24.52,16.48,1.7
1988,9,11,24.7,16.78,4.9
1988,9,12,24.48,17.03,19.22
1988,9,13,24.06,16.38,14.54
1988,9,14,24.21,16.88,17.4
1988,9,15,24.91,17.38,13.13
1988,9,16,23.96,17.47,48.06
1988,9,17,24.34,16.92,26.66
1988,9,18,24.39,16.78,2.05
1988,9,19,24.85,17.14,5.7
1988,9,20,24.47,17.29,4.04
1988,9,21,24.18,17.35,3.5
1988,9,22,24.38,17.29,3.69
1988,9,23,24.49,17.19,13.62
1988,9,24,24.16,17.23,17.55
1988,9,25,24.8,17.66,13.57
1988,9,26,24.55,17.14,9.87
1988,9,27,24.77,17.44,16.66
1988,9,28,24.8,17.38,8.92
1988,9,29,24.4,17.04,6.84
1988,9,30,24.53,17.11,8.81
1988,10,1,24.87,17.3,5.43
1988,10,2,25.23,17.68,3.57
1988,10,3,25.0,17.92,25.01
1988,10,4,24.47,17.59,17.46
1988,10,5,24.39,17.52,10.11
1988,10,6,25.45,17.75,11.17
1988,10,7,25.48,17.6,21.48
1988,10,8,24.69,17.73,6.17
1988,10,9,24.09,17.52,9.55
1988,10,10,23.7,16.86,9.72
1988,10,11,25.27,17.89,2.1
1988,10,12,25.36,17.92,2.33
1988,10,13,25.62,17.87,1.13
1988,10,14,25.47,17.96,2.12
1988,10,15,24.97,17.91,2.17
1988,10,16,25.65,18.21,1.22
1988,10,17,25.58,18.33,3.28
1988,10,18,25.09,18.23,4.57
1988,10,19,25.36,17.66,1.08
1988,10,20,25.42,17.87,3.77
1988,10,21,25.7,17.92,2.84
1988,10,22,25.09,18.13,5.97
1988,10,23,25.17,17.93,4.57
1988,10,24,25.37,17.92,2.84
1988,10,25,25.59,17.91,4.09
1988,10,26,25.93,17.89,3.78
1988,10,27,25.69,18.41,8.82
1988,10,28,25.34,18.32,4.28
1988,10,29,25.27,17.97,2.09
1988,10,30,25.21,17.76,2.05
1988,10,31,25.52,17.87,2.12
1988,11,1,25.52,17.64,1.9
1988,11,2,25.44,17.39,4.77
1988,11,3,25.17,17.48,3.08
1988,11,4,25.73,17.29,1.84
1988,11,5,25.95,17.26,2.44
1988,11,6,25.84,17.34,1.45
1988,11,7,25.74,17.13,0.71
1988,11,8,25.51,16.74,1.73
1988,11,9,25.47,17.3,1.26
1988,11,10,25.83,17.22,0.63
1988,11,11,25.89,16.93,0.7
1988,11,12,26.15,17.33,0.0
1988,11,13,26.13,17.74,0.01
1988,11,14,26.36,17.79,0.01
1988,11,15,25.99,17.8,0.01
1988,11,16,26.04,17.56,0.02
1988,11,17,26.05,17.54,0.5
1988,11,18,25.59,17.38,0.57
1988,11,19,25.54,17.54,0.5
1988,11,20,25.86,17.56,0.65
1988,11,21,25.73,18.0,0.6
1988,11,22,25.76,17.87,0.05
1988,11,23,26.28,17.89,0.04
1988,11,24,26.06,17.6,0.05
1988,11,25,25.72,17.28,0.06
1988,11,26,25.57,17.12,0.02
1988,11,27,25.15,16.81,0.23
1988,11,28,24.62,16.81,0.44
1988,11,29,25.03,17.1,1.57
1988,11,30,24.36,16.96,1.68
1988,12,1,25.04,15.97,0.15
1988,12,2,26.14,16.22,0.0
1988,12,3,26.27,17.7,0.0
1988,12,4,26.17,17.44,0.0
1988,12,5,26.26,17.42,0.0
1988,12,6,26.16,17.26,0.0
1988,12,7,25.93,17.15,1.54
1988,12,8,24.87,17.49,5.26
1988,12,9,25.43,16.18,1.53
1988,12,10,25.23,17.03,5.81
1988,12,11,25.18,17.02,4.55
1988,12,12,25.01,16.55,1.3
1988,12,13,25.49,16.86,1.87
1988,12,14,25.67,17.2,1.7
1988,12,15,25.42,16.82,0.88
1988,12,16,25.37,15.94,0.7
1988,12,17,25.5,15.69,0.0
1988,12,18,26.02,16.25,0.0
1988,12,19,25.41,15.09,0.0
1988,12,20,25.73,16.78,0.0
1988,12,21,25.88,16.81,0.0
1988,12,22,26.46,17.03,0.0
1988,12,23,23.14,12.18,0.0
1988,12,24,19.86,9.0,0.0
1988,12,25,22.66,11.44,0.0
1988,12,26,24.11,12.93,0.0
1988,12,27,24.91,13.45,0.0
1988,12,28,24.57,14.29,0.0
1988,12,29,24.46,14.38,0.0
1988,12,30,24.89,12.57,0.0
1988,12,31,24.88,12.0,0.0
1989,1,1,22.36,10.07,0.0
1989,1,2,20.66,9.09,0.0
1989,1,3,21.25,8.89,0.0
1989,1,4,21.42,9.4,0.0
1989,1,5,22.55,10.33,0.0
1989,1,6,23.07,10.85,0.0
1989,1,7,22.99,10.69,0.0
1989,1,8,23.33,11.55,0.0
1989,1,9,24.39,12.16,0.0
1989,1,10,24.01,10.32,0.0
1989,1,11,23.35,10.41,0.0
1989,1,12,23.96,10.49,0.0
1989,1,13,23.91,10.84,0.0
1989,1,14,24.0,11.59,0.0
1989,1,15,24.17,12.23,0.0
1989,1,16,24.47,13.41,0.0
1989,1,17,25.01,14.05,0.0
1989,1,18,25.32,15.06,0.0
1989,1,19,25.35,14.09,0.0
1989,1,20,25.74,12.36,0.0
1989,1,21,23.92,9.07,0.0
1989,1,22,23.75,10.97,0.0
1989,1,23,24.53,10.24,0.0
